Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;densidad_poblacion;ocupados_primario;ocupados_secundario;ocupados_terciario;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_primario;paro_secundario;paro_terciario;poblacion_censada;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;afiliados_30a49;afiliados_mayores_50;afiliados_menores_18;afiliados_menores_30;afiliados_total;porcentaje_30a49;porcentaje_mayores_50;porcentaje_menores_30;censo_0a4;censo_5a9;censo_10a14;censo_15a19;censo_20a24;censo_25a29;censo_30a34;censo_35a39;censo_40a44;censo_45a49;censo_50a54;censo_55a59;censo_60a64;censo_65a69;censo_70a74;censo_75a79;censo_80a84;censo_85a89;censo_90a94;censo_95a99;censo_100;censo_total;crecimiento_relativo_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;ocupados_total;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_mayores_25;porcentaje_menores_25;variacion_paro_registrado;sector
Municipios;1219;Redueña;281219;06;Sierra Norte;13.03;0;0;0;1;1;2;17;16;24;40;25;40.48;59.52;42;20.71;5;60;426;0.12;0.01;0.06;6.44;0.0;4.87;0;0;0;0;0;4;7;270;4;6;99;54;53;42;0;17;112;47.32;37.50;15.18;12;10;15;24;13;11;24;26;23;26;32;20;15;11;8;14;12;8;1;0;0;305;2.35;43.38;48.20;29.18;17.70;11.48;2.95;12.13;24.26;35.74;51.80;236;0;0;0;4;10;6;4;4.61;14;Terciario
Municipios;1224;Ribatejada;281224;07;Nordeste Comunidad;32.16;0;0;0;3;17;20;22;19;97;116;114;16.18;83.82;136;24.87;3;20;336;0.16;0.0;0.02;17.68;0.0;1.88;0;0;0;0;3;2;53;801;3;18;108;63;136;106;0;40;282;48.23;37.59;14.18;29;51;43;50;46;42;55;59;75;73;102;86;50;49;25;28;24;15;12;4;1;919;5.15;43.87;51.03;31.99;17.19;9.14;3.48;13.38;23.83;34.39;48.97;212;0;0;0;13;50;37;2;5.70;52;Terciario
Municipios;1230;Rivas-Vaciamadrid;281230;03;Este Metropolitano;67.43;11;0;11;1728;359;2087;9455;7716;6382;14098;6741;58.38;41.62;16196;1350.75;29;6387;51898;0.18;0.01;0.06;11.9;0.0;0.58;0;0;0;0;29;462;3382;90.973;23;1576;15833;8555;20816;14232;6;6039;41087;50.66;34.64;14.70;5458;6873;6791;6275;5424;5134;6127;7994;9197;9347;7923;7312;6299;4314;2530;1328;710;605;321;86;5;100053;3.51;38.11;40.76;23.50;9.89;3.05;1.02;19.11;30.80;42.06;59.24;31270;0;0;0;1483;3765;2282;374;4.13;4139;Terciario
Municipios;1245;Robledillo de la Jara;281245;06;Sierra Norte;21.02;0;0;0;0;0;0;10;10;13;23;13;43.48;56.52;23;4.52;0;2;50;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;1;3;95;0;1;17;9;12;10;0;9;31;38.71;32.26;29.03;6;6;3;8;8;5;8;6;8;16;9;12;7;7;8;2;4;6;3;2;0;134;17.54;46.69;56.72;38.06;23.88;12.69;8.21;11.19;23.13;32.84;43.28;82;0;0;0;1;9;8;1;7.41;10;Terciario
Municipios;1258;Robledo de Chavela;281258;10;Sierra Sur;94.15;5;14;19;77;109;186;292;210;195;405;318;47.87;52.13;610;46.32;67;174;1702;0.34;0.02;0.34;29.74;0.0;29.74;0;0;0;0;8;28;216;4.364;32;79;685;392;697;589;1;217;1503;46.37;39.19;14.44;160;159;270;284;245;191;213;294;339;448;435;425;342;269;227;176;121;82;49;9;5;4743;2.68;45.19;54.56;35.95;19.78;9.32;3.06;12.42;23.57;32.09;45.44;1051;0;0;0;85;241;156;34;5.84;275;Terciario
Municipios;1261;Robregordo;281261;06;Sierra Norte;18.35;0;0;0;0;0;0;1;1;9;10;9;10.00;90.00;10;3.54;0;2;50;0.05;0.0;0.05;2.42;0.0;2.42;0;0;0;0;1;0;2;65;0;1;7;4;14;2;0;0;16;87.50;12.50;0.00;4;2;3;1;2;4;6;5;11;7;3;1;4;7;5;4;1;8;1;0;0;79;12.86;49.23;51.90;39.24;32.91;17.72;11.39;11.39;15.19;27.85;48.10;65;0;0;0;2;4;2;0;5.06;4;Terciario
Municipios;1277;Rozas de Madrid (Las);281277;05;Oeste Metropolitano;58.28;43;11;54;1454;370;1824;16329;14832;9047;23879;9428;63.40;36.60;25757;1647.18;214;6534;107599;0.05;0.0;0.04;9.52;0.0;6.03;98.85;118.59;499.23;1627.75;8;259;2759;96.113;29;1117;27736;14323;20425;15845;4;5897;42167;48.44;37.58;13.98;4348;5633;6811;7155;5965;4865;4846;5976;7175;9037;8867;7232;5702;4504;4005;2961;1621;1069;620;203;26;98621;2.51;40.71;46.49;28.33;15.22;6.59;1.94;17.03;30.33;40.18;53.51;57382;118.59;499.23;1627.75;782;2524;1742;88;2.66;2612;Terciario
Municipios;1283;Rozas de Puerto Real;281283;10;Sierra Sur;29.55;0;0;0;4;4;8;45;41;47;88;51;46.88;53.13;96;18.78;9;11;1157;0.32;0.0;0.2;6.29;0.0;5.56;0;0;0;0;1;2;19;555;3;7;139;74;66;50;0;21;137;48.18;36.50;15.33;12;13;15;29;29;20;35;28;38;50;54;52;37;31;30;35;30;21;11;5;2;577;-1.70;50.81;62.05;44.02;28.60;18.02;6.76;6.93;16.98;26.52;37.95;590;0;0;0;14;29;15;6;6.06;35;Terciario
Municipios;1296;San Agustín del Guadalix;281296;02;Norte Metropolitano;38.22;2;2;4;472;833;1305;1204;730;625;1355;1460;45.20;54.80;2664;351.87;10;2215;7541;0.21;0.03;0.17;23.34;0.0;14.16;0;0;0;0;3;74;433;13.466;10;243;2660;1424;2782;2169;0;880;5831;47.71;37.20;15.09;466;812;1140;1092;848;632;636;757;1096;1420;1375;1100;741;520;389;289;162;151;60;20;2;13708;-0.04;39.52;45.44;25.05;11.62;4.99;1.70;17.64;31.79;41.04;54.56;5410;0;0;0;140;468;328;23;3.60;491;Terciario
Municipios;1300;San Fernando de Henares;281300;03;Este Metropolitano;38.84;0;1;1;2007;1301;3308;6602;4595;7294;11889;8596;43.44;56.56;15198;1017.91;14;6400;47417;0.12;0.01;0.03;11.46;0.0;1.42;37.58;32.32;0;0;13;326;1939;39.566;13;1197;7082;3978;9654;6875;3;2959;19488;49.54;35.28;15.18;1387;1683;1896;2134;2424;2116;2294;2713;3030;3082;3281;3377;2847;2577;1592;1036;670;511;263;65;8;38986;0.12;43.27;49.53;33.21;17.24;6.55;2.17;12.74;24.43;35.74;50.47;27152;32.32;0;0;712;1909;1197;158;5.30;2067;Terciario
Municipios;1317;San Lorenzo de El Escorial;281317;11;Sierra Central;56.38;2;1;3;90;30;120;1054;962;1708;2670;1739;37.74;62.26;2793;328.58;57;390;11723;0.2;0.01;0.19;19.71;0.0;19.69;0;0;0;0;7;80;789;2.004;25;240;3542;1885;3487;2980;2;1145;7612;45.81;39.15;15.04;577;883;1045;1155;1064;983;942;967;1213;1621;1549;1581;1372;1023;798;642;458;371;205;60;13;18522;0.28;44.21;52.33;35.22;19.27;9.44;3.50;13.52;25.50;35.90;47.67;5581;0;0;0;248;701;453;38;4.00;739;Terciario
Municipios;1338;San Martín de Valdeiglesias;281338;10;Sierra Sur;116.42;8;14;22;101;43;144;539;430;659;1089;716;42.95;57.05;1255;74.52;25;445;3841;2.84;0.45;0.5;14.98;0.02;7.17;0;0;0;0;13;115;463;8.679;21;223;1374;791;1475;1055;1;447;2977;49.55;35.44;15.02;348;454;548;483;493;460;455;580;659;727;713;682;540;482;407;338;225;206;126;41;2;8969;1.96;43.90;50.05;33.99;20.37;10.46;4.18;15.05;25.93;36.14;49.95;2532;0;0;0;237;575;338;53;6.98;628;Terciario
Municipios;1322;San Martín de la Vega;281322;04;Sur Metropolitano;105.10;9;7;16;316;186;502;1633;1308;1226;2534;1419;53.51;46.49;3052;186.68;78;2530;9572;1.16;0.07;0.09;43.62;0.0;5.53;0;0;0;0;18;243;1049;19.633;61;541;3087;1778;4204;2628;0;1325;8157;51.54;32.22;16.24;935;1232;1476;1285;1093;1182;1241;1417;1865;2037;1659;1467;1129;727;535;401;268;213;79;27;1;20269;1.92;39.02;42.15;23.91;11.11;4.88;1.58;17.97;29.71;41.66;57.85;6030;0;0;0;492;1172;680;106;6.29;1278;Terciario
Municipios;1343;San Sebastián de los Reyes;281343;02;Norte Metropolitano;59.10;6;10;16;1895;746;2641;14346;12445;17241;29686;17997;44.36;55.64;32343;1539.39;161;7559;85513;0.19;0.02;0.07;16.53;0.0;0.14;0;0;122.5;165.0;15;523;3304;91.224;48;1744;18589;9977;22409;13981;3;6005;42395;52.86;32.98;14.16;3920;5585;5826;5168;4897;4705;5256;6402;8285;9111;7582;6209;5107;4217;4092;2908;1549;1022;444;124;8;92417;1.58;41.13;45.85;27.79;15.54;6.55;1.73;16.59;27.48;38.26;54.15;48321;0;122.5;165.0;1241;3275;2034;229;3.78;3504;Terciario
Municipios;1356;Santa María de la Alameda;281356;10;Sierra Sur;75.66;1;0;1;7;19;26;42;34;27;61;46;47.73;52.27;88;17.45;23;102;478;0.38;0.01;0.38;32.63;0.0;32.63;0;0;0;0;0;8;85;7.833;21;61;252;165;221;193;0;72;486;45.47;39.71;14.81;51;76;84;64;70;55;60;104;102;136;142;153;118;106;72;54;31;23;12;1;1;1515;1.07;45.39;56.04;37.69;19.80;8.05;2.44;13.93;22.77;30.36;43.96;486;0;0;0;38;101;63;6;7.05;107;Terciario
Municipios;1369;Santorcaz;281369;08;Sudeste Comunidad;28.22;0;0;0;5;0;5;31;26;49;75;49;38.75;61.25;80;31.83;6;24;132;0.43;0.02;0.04;16.72;0.0;1.84;0;0;0;0;0;6;31;899;6;22;91;58;160;108;0;36;304;52.63;35.53;11.84;29;34;41;73;49;31;56;50;81;92;103;79;58;45;34;37;24;21;8;0;0;945;0.00;44.52;53.02;32.38;17.88;9.52;3.07;11.01;23.92;33.12;46.98;214;0;0;0;13;44;31;9;5.63;53;Terciario
Municipios;1375;Santos de la Humosa (Los);281375;08;Sudeste Comunidad;34.82;2;4;6;9;2;11;83;72;34;106;40;67.48;32.52;123;76.84;12;70;678;0.22;0.01;0.04;26.34;0.0;8.56;0;0;0;0;0;16;118;2.694;8;47;336;192;525;251;0;99;875;60.00;28.69;11.31;137;182;221;158;128;105;172;224;297;333;218;164;133;90;65;73;42;29;6;6;0;2783;0.40;38.86;41.65;21.85;11.17;5.61;1.47;19.40;29.68;39.63;58.35;412;0;0;0;54;121;67;9;4.69;130;Terciario
Municipios;1381;Serna del Monte (La);281381;06;Sierra Norte;5.52;0;0;0;0;0;0;7;7;10;17;10;41.18;58.82;17;15.76;5;2;62;0.04;0.0;0.04;2.85;0.0;2.85;0;0;0;0;0;2;11;87;5;2;36;21;13;19;0;5;37;35.14;51.35;13.51;5;4;6;6;4;7;9;11;7;4;8;8;10;9;5;0;2;1;0;0;0;106;-1.85;41.78;44.34;33.02;16.04;2.83;0.94;14.15;23.58;38.68;55.66;76;0;0;0;3;7;4;0;6.60;7;Terciario
Municipios;1408;Serranillos del Valle;281408;09;Sudoeste Comunidad;13.29;0;0;0;108;20;128;319;211;126;337;146;68.60;31.40;465;329.06;7;471;2411;0.1;0.01;0.01;6.73;0.0;0.34;0;0;0;0;0;44;183;4.291;7;191;803;479;854;645;0;291;1790;47.71;36.03;16.26;192;271;318;325;274;188;248;317;410;465;406;376;254;180;125;102;70;41;42;10;0;4614;1.59;40.10;44.89;26.01;12.35;5.74;2.02;16.93;29.91;39.36;55.11;1326;0;0;0;70;200;130;20;4.76;220;Terciario
Municipios;1415;Sevilla la Nueva;281415;09;Sudoeste Comunidad;24.74;0;1;1;87;15;102;631;544;644;1188;660;48.88;51.12;1291;379.67;9;412;3534;0.08;0.01;0.03;9.66;0.0;0.03;0;0;0;0;3;55;397;9.393;8;231;1608;898;2026;1415;1;572;4013;50.49;35.26;14.25;353;512;753;761;519;427;419;549;854;1097;931;702;470;316;293;226;133;144;70;31;3;9563;1.71;40.30;46.18;24.97;12.72;6.35;2.59;16.92;30.30;39.15;53.82;2087;0;0;0;134;368;234;36;4.23;404;Terciario
Municipios;1436;Somosierra;281436;06;Sierra Norte;20.40;1;0;1;1;0;1;23;21;8;29;8;74.19;25.81;31;4.26;3;2;79;0.11;0.0;0.11;3.23;0.0;3.2;0;0;0;0;0;0;2;87;1;1;34;18;10;14;0;7;31;32.26;45.16;22.58;0;0;2;3;5;5;12;1;5;4;12;13;3;6;4;2;1;3;3;1;0;85;-3.41;50.64;61.18;42.35;23.53;11.76;8.24;2.35;11.76;31.76;38.82;91;0;0;0;1;5;4;0;5.88;5;Terciario
Municipios;1441;Soto del Real;281441;11;Sierra Central;42.84;1;1;2;77;22;99;453;375;224;599;247;64.71;35.29;700;209.54;19;320;5477;0.23;0.0;0.23;18.87;0.0;18.87;0;0;0;0;3;39;294;8.981;15;144;1796;965;1613;1577;0;559;3749;43.02;42.06;14.91;313;447;533;654;629;432;471;487;642;775;862;808;717;484;370;301;198;150;99;29;2;9403;2.12;43.27;50.99;33.59;17.37;8.28;2.98;13.75;27.40;37.00;49.01;2871;0;0;0;93;292;199;23;3.35;315;Terciario
Municipios;1454;Talamanca de Jarama;281454;07;Nordeste Comunidad;38.48;7;0;7;72;26;98;193;114;399;513;425;31.23;68.77;618;104.18;17;426;1331;0.49;0.01;0.05;22.54;0.0;0.85;0;0;0;0;0;22;175;4.581;11;88;533;308;878;499;0;207;1584;55.43;31.50;13.07;207;286;315;221;202;193;264;328;475;433;337;293;218;165;135;133;60;65;30;12;1;4373;3.72;40.25;43.04;25.43;13.74;6.88;2.47;18.48;28.15;38.60;56.96;846;0;0;0;70;179;109;12;4.39;191;Terciario
Municipios;1467;Tielmes;281467;08;Sudeste Comunidad;26.58;8;6;14;23;112;135;157;126;303;429;421;27.16;72.84;578;102.86;15;213;1010;0.74;0.01;0.02;9.82;0.0;0.59;0;0;0;0;12;50;123;2.736;14;75;343;206;558;313;0;164;1035;53.91;30.24;15.85;124;142;142;150;129;134;175;205;235;241;210;199;178;108;103;92;69;61;25;9;1;2732;-1.37;42.83;47.44;30.93;17.13;9.41;3.51;14.93;25.15;36.46;52.56;726;0;0;0;77;183;106;13;7.15;196;Terciario
Municipios;1473;Titulcia;281473;08;Sudeste Comunidad;10.11;1;3;4;14;6;20;67;52;337;389;346;16.22;83.78;413;132.25;10;73;489;0.18;0.0;0.01;3.98;0.0;0.14;0;0;0;0;1;11;74;1.341;7;44;192;118;271;187;0;81;539;50.28;34.69;15.03;47;75;82;75;72;64;77;91;96;134;117;118;73;62;55;55;37;25;9;2;0;1366;1.26;43.10;50.29;31.92;17.94;9.37;2.64;14.93;25.70;36.02;49.71;362;0;0;0;30;86;56;12;7.20;98;Terciario
Municipios;1489;Torrejón de Ardoz;281489;03;Este Metropolitano;32.42;48;37;85;3226;3044;6270;12163;8889;12851;21740;15932;43.29;56.71;28095;4101.67;48;18577;74861;0.07;0.02;0.02;12.21;0.0;0.28;0;0;0;0;157;1575;6389;132.853;40;2430;17167;9522;33552;17938;3;8651;60141;55.79;29.83;14.38;5927;7596;8050;7562;7014;7050;8827;10459;13535;13439;10716;8918;7257;6769;6139;4240;2294;1507;706;167;25;138197;1.96;41.33;44.99;27.51;15.81;6.47;1.74;15.61;26.16;37.65;55.01;47633;0;0;0;2725;6810;4085;713;5.46;7523;Terciario
Municipios;1505;Torrejón de Velasco;281505;09;Sudoeste Comunidad;52.16;12;1;13;85;10;95;341;244;53;297;64;84.20;15.80;405;84.04;40;507;1805;0.78;0.05;0.05;35.21;0.0;0.03;0;0;0;0;2;44;160;4.386;32;149;750;447;936;653;1;267;1856;50.43;35.18;14.39;180;251;352;346;248;208;261;302;404;505;457;346;242;197;170;118;56;70;20;8;1;4742;1.28;40.52;46.18;25.90;13.50;5.76;2.09;16.51;29.04;38.93;53.82;1130;0;0;0;59;167;108;22;3.97;189;Terciario
Municipios;1492;Torrejón de la Calzada;281492;09;Sudoeste Comunidad;8.97;3;0;3;319;90;409;946;624;401;1025;491;65.83;34.17;1437;1024.97;9;1525;5958;0.05;0.0;0.02;3.11;0.0;0.21;0;0;0;0;7;72;345;9.194;8;414;1637;962;1955;1165;0;555;3675;53.20;31.70;15.10;574;709;703;620;542;475;684;818;1009;971;768;639;490;442;323;197;112;77;37;8;2;10200;2.71;38.22;39.86;22.81;11.75;4.25;1.22;19.47;30.86;42.23;60.14;3560;0;0;0;185;394;209;35;4.20;429;Terciario
Municipios;1512;Torrelaguna;281512;06;Sierra Norte;43.06;1;3;4;33;10;43;142;108;382;490;395;26.44;73.56;537;112.65;19;128;2144;0.55;0.01;0.09;18.17;0.0;2.4;0;0;0;0;7;43;193;4.854;15;87;773;431;975;707;0;292;1974;49.39;35.82;14.79;182;262;307;293;240;232;273;312;394;479;432;347;316;256;187;150;110;84;69;16;3;4944;0.24;43.04;49.53;31.11;17.70;8.74;3.48;15.19;25.97;36.19;50.47;1421;0;0;0;83;220;137;20;4.85;240;Terciario
Municipios;1527;Torrelodones;281527;05;Oeste Metropolitano;21.67;1;1;2;147;66;213;2022;1874;2117;3991;2184;48.07;51.93;4206;1102.49;9;456;14772;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;3;62;664;23.902;8;239;6500;3350;4298;4184;0;1556;10038;42.82;41.68;15.50;971;1432;1799;1987;1732;1348;1087;1231;1546;2282;2303;2054;1670;1178;808;675;435;317;166;61;11;25093;1.52;40.71;47.66;29.39;14.55;6.64;2.21;16.75;31.57;41.27;52.34;8154;0;0;0;182;631;449;25;2.61;656;Terciario
Municipios;1533;Torremocha de Jarama;281533;06;Sierra Norte;18.86;0;0;0;3;8;11;36;33;62;95;70;33.96;66.04;106;56.82;14;336;919;0.56;0.02;0.06;12.46;0.0;0.45;0;0;33.05;16.52;1;8;26;4.581;10;27;215;122;139;112;0;49;300;46.33;37.33;16.33;36;55;61;63;60;31;45;51;75;105;90;69;75;57;59;71;37;49;42;12;1;1144;4.09;48.65;58.30;41.26;28.67;18.53;9.09;13.29;24.04;30.68;41.70;694;0;33.05;16.52;14;42;28;4;4.02;46;Secundario
Municipios;1548;Torres de la Alameda;281548;08;Sudeste Comunidad;43.34;1;1;2;242;72;314;593;350;440;790;513;53.62;46.38;1106;180.65;19;1686;5223;0.36;0.01;0.0;25.45;0.0;0.0;30.0;30.0;0;0;15;124;390;7.833;16;396;1420;843;1660;1065;1;520;3245;51.16;32.82;16.02;274;391;511;542;470;367;378;492;685;766;649;572;429;402;248;208;111;122;64;28;3;7712;0.27;41.53;46.71;28.36;15.38;6.95;2.81;15.25;28.37;38.03;53.29;3281;30.0;0;0;165;404;239;54;5.92;458;Terciario
Municipios;9036;Tres Cantos;289036;02;Norte Metropolitano;37.95;47;91;138;1557;1816;3373;8800;7196;11813;19009;13720;39.08;60.92;22520;1273.08;96;15977;71305;0.21;0.0;0.2;11.55;0.0;11.24;0;0;66.37;53.37;7;167;1387;48.326;19;440;10156;5242;10506;7690;0;3248;21444;48.99;35.86;15.15;2482;2940;2914;3077;3029;2942;2964;3596;4058;4113;3900;3975;3529;2759;2055;1365;711;527;305;101;12;51354;2.46;40.98;45.47;29.87;15.26;5.88;1.84;16.23;28.12;39.62;54.53;42174;0;66.37;53.37;463;1315;852;65;2.68;1380;Terciario
Municipios;1551;Valdaracete;281551;08;Sudeste Comunidad;63.80;18;22;40;4;0;4;30;8;29;37;51;37.04;62.96;81;9.48;31;28;191;1.25;0.06;0.08;27.65;0.0;0.11;0;0;0;0;1;20;44;605;12;15;73;48;118;72;0;44;234;50.43;30.77;18.80;20;17;31;33;27;34;49;43;47;42;39;60;48;33;37;26;18;23;11;5;0;643;0.47;47.09;53.19;40.59;23.79;12.91;6.07;10.58;19.91;32.81;46.81;166;0;0;0;18;51;33;3;8.53;54;Terciario
Municipios;1564;Valdeavero;281564;07;Nordeste Comunidad;18.71;0;2;2;43;22;65;86;43;30;73;54;61.43;38.57;140;84.94;24;181;508;0.13;0.01;0.01;16.71;0.0;0.25;0;0;0;0;1;19;86;1.591;13;73;291;177;319;160;0;88;567;56.26;28.22;15.52;88;88;119;97;88;91;118;140;168;176;142;109;89;84;75;47;26;19;8;2;0;1774;4.35;40.43;43.80;25.87;14.71;5.75;1.63;16.63;27.06;38.84;56.20;414;0;0;0;35;88;53;4;5.16;92;Terciario
Municipios;1570;Valdelaguna;281570;08;Sudeste Comunidad;42.26;0;0;0;4;1;5;15;11;32;43;33;31.25;68.75;48;23.26;7;53;249;0.84;0.1;0.07;8.29;0.0;0.48;0;0;0;0;4;9;44;979;7;31;99;65;132;86;0;22;240;55.00;35.83;9.17;47;48;48;60;58;40;70;59;106;102;81;75;62;35;49;43;25;22;6;2;1;1039;2.57;43.20;48.41;30.80;17.61;9.53;2.98;13.76;25.12;35.71;51.59;167;0;0;0;23;58;35;3;5.84;61;Terciario
Municipios;1586;Valdemanco;281586;06;Sierra Norte;17.79;0;0;0;21;1;22;38;17;21;38;22;63.33;36.67;60;54.10;1;60;236;0.04;0.01;0.04;0.38;0.0;0.38;0;0;0;0;0;6;33;963;1;32;132;82;163;122;0;47;332;49.10;36.75;14.16;42;52;67;53;34;54;43;54;108;112;98;74;52;50;60;48;31;28;5;5;3;1073;1.80;44.92;52.75;33.18;21.44;11.18;3.82;15.00;23.11;32.15;47.25;182;0;0;0;15;42;27;2;4.13;44;Secundario
Municipios;1599;Valdemaqueda;281599;10;Sierra Sur;51.79;0;8;8;27;8;35;53;26;15;41;31;63.10;36.90;84;14.98;11;60;232;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;17;60;775;11;42;138;94;128;117;0;31;276;46.38;42.39;11.23;30;28;48;45;22;34;41;45;55;74;64;81;64;54;44;41;25;15;5;4;0;819;2.37;46.60;57.51;40.66;22.95;10.99;2.93;12.94;21.12;30.28;42.49;213;0;0;0;15;50;35;6;6.83;56;Terciario
Municipios;1603;Valdemorillo;281603;11;Sierra Central;93.80;1;9;10;94;47;141;538;443;431;874;487;52.49;47.51;1025;136.02;23;695;5036;0.45;0.06;0.39;21.41;0.0;20.82;0;0;0;0;3;83;557;12.772;21;264;2611;1426;2574;2250;0;771;5595;46.01;40.21;13.78;595;694;870;912;767;610;632;760;1035;1357;1411;1136;867;554;524;385;241;181;83;20;4;13638;1.55;41.77;49.59;29.29;14.61;6.70;2.11;15.83;28.14;37.25;50.41;3141;0;0;0;192;596;404;31;4.59;627;Terciario
Municipios;1610;Valdemoro;281610;04;Sur Metropolitano;64.16;9;20;29;2171;843;3014;6930;4750;14460;19210;15323;31.14;68.86;22253;1202.83;43;6473;52963;0.19;0.01;0.04;11.12;0.0;1.14;0;0;0;0;30;645;3772;77.270;23;1919;11670;6546;16599;10293;3;4686;31578;52.57;32.60;14.84;3296;4879;6349;5918;4669;3901;4331;5159;7648;9625;7760;5586;3693;2705;2129;1711;1032;759;374;80;15;81619;2.74;38.96;43.46;22.16;10.79;4.87;1.50;17.79;30.77;40.85;56.54;36206;0;0;0;1390;3695;2305;390;5.02;4085;Terciario
Municipios;1625;Valdeolmos-Alalpardo;281625;07;Nordeste Comunidad;25.84;5;2;7;26;294;320;195;164;214;378;510;27.66;72.34;705;163.59;11;430;2070;0.22;0.0;0.05;21.9;0.0;0.89;0;0;0;0;1;17;122;4.232;10;57;840;449;888;582;1;247;1717;51.72;33.90;14.39;202;300;385;303;244;199;247;303;431;503;392;286;202;159;145;107;58;41;22;4;2;4535;2.93;38.72;42.36;22.62;11.86;5.16;1.52;19.56;31.62;41.46;57.64;1179;0;0;0;42;117;75;10;2.81;127;Terciario
Municipios;1631;Valdepiélagos;281631;07;Nordeste Comunidad;17.66;1;0;1;4;0;4;14;9;55;64;55;20.29;79.71;69;34.69;8;50;200;0.13;0.01;0.01;13.58;0.0;1.57;0;0;0;0;0;1;30;614;8;22;111;67;135;91;0;30;256;52.73;35.55;11.72;25;29;26;34;23;40;34;46;48;81;48;50;36;34;18;29;13;5;5;4;1;629;0.64;43.80;51.51;31.00;17.33;9.06;2.38;12.72;21.78;33.55;48.49;176;0;0;0;14;25;11;1;4.17;26;Terciario
Municipios;1646;Valdetorres de Jarama;281646;07;Nordeste Comunidad;35.07;17;14;31;71;12;83;265;177;156;333;182;59.28;40.72;447;130.48;21;189;1438;0.27;0.02;0.07;22.12;0.0;0.31;0;0;0;0;2;49;217;4.581;15;122;685;401;956;619;0;289;1864;51.29;33.21;15.50;210;242;280;295;268;264;269;356;393;498;443;345;328;230;188;152;95;93;42;9;1;5001;3.22;42.42;48.47;29.65;16.20;7.84;2.90;14.64;25.89;36.55;51.53;1050;0;0;0;81;260;179;24;5.69;284;Terciario
Municipios;1659;Valdilecha;281659;08;Sudeste Comunidad;42.57;3;19;22;47;75;122;145;95;194;289;288;33.49;66.51;433;70.03;35;237;1313;1.55;0.09;0.1;40.53;0.0;7.59;0;0;0;0;12;42;138;2.982;29;84;417;257;638;367;1;200;1205;52.95;30.46;16.60;166;172;205;165;165;183;212;249;276;265;242;224;206;140;111;87;50;50;20;8;0;3196;2.73;40.72;43.90;28.04;14.58;6.73;2.44;16.99;27.32;39.67;56.10;718;0;0;0;89;192;103;14;6.46;206;Terciario
Municipios;1662;Valverde de Alcalá;281662;08;Sudeste Comunidad;13.74;2;0;2;0;1;1;19;17;393;410;394;4.60;95.40;413;36.22;5;7;84;0.12;0.0;0.02;4.16;0.0;0.07;0;0;0;0;0;4;17;498;4;7;57;34;84;75;0;17;176;47.73;42.61;9.66;27;23;23;26;23;24;28;43;47;50;48;42;42;19;30;15;9;10;6;1;0;536;-0.74;43.87;50.75;32.46;16.79;7.65;3.17;13.62;22.76;32.46;49.25;111;0;0;0;10;22;12;2;4.49;24;Terciario
Municipios;1678;Velilla de San Antonio;281678;03;Este Metropolitano;14.37;1;0;1;291;170;461;3027;2735;648;3383;818;78.73;21.27;3845;860.92;6;1806;5590;0.07;0.01;0.01;4.84;0.0;0.0;0;0;0;0;2;84;573;12.380;6;467;2001;1169;2923;1984;1;965;5872;49.78;33.79;16.43;613;719;791;933;817;748;865;961;1227;1273;1230;1029;792;529;335;218;122;104;57;17;0;13380;4.56;39.23;42.65;23.94;10.33;3.87;1.33;15.87;28.95;41.00;57.35;3646;0;0;0;230;612;382;69;5.09;681;Terciario
Municipios;1684;Vellón (El);281684;06;Sierra Norte;33.49;0;0;0;8;6;14;39;31;39;70;45;46.43;53.57;84;59.80;18;60;476;0.3;0.05;0.17;14.85;0.0;7.36;0;0;0;0;2;19;102;2.004;11;51;248;150;373;247;0;105;725;51.45;34.07;14.48;87;123;120;120;109;106;121;155;239;228;186;158;99;83;84;83;35;37;19;8;1;2201;3.92;42.11;46.39;27.58;15.90;8.31;2.95;14.99;25.40;35.71;53.61;379;0;0;0;35;107;72;5;5.09;112;Terciario
