superficie_km2;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;densidad_poblacion;ocupados_primario;ocupados_secundario;ocupados_terciario;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_primario;paro_secundario;paro_terciario;poblacion_censada;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;afiliados_30a49;afiliados_mayores_50;afiliados_menores_18;afiliados_menores_30;afiliados_total;porcentaje_30a49;porcentaje_mayores_50;porcentaje_menores_30;censo_0a4;censo_5a9;censo_10a14;censo_15a19;censo_20a24;censo_25a29;censo_30a34;censo_35a39;censo_40a44;censo_45a49;censo_50a54;censo_55a59;censo_60a64;censo_65a69;censo_70a74;censo_75a79;censo_80a84;censo_85a89;censo_90a94;censo_95a99;censo_100;censo_total;crecimiento_relativo_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;ocupados_total;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_mayores_25;porcentaje_menores_25;variacion_paro_registrado;sector
38.48;7;0;7;72;26;98;193;114;399;513;425;31.23;68.77;618;113.55;17;407;1441;49;1;5;2254.39;0.03;84.98;0.0;0.0;0.0;0.0;2;28;155;4373;11;84;541;310;878;499;0;207;1584;55.43;31.5;13.07;207;286;315;221;202;193;264;328;475;433;337;293;218;165;135;133;60;65;30;12;1;4373;3.72;40.25;43.04;25.43;13.74;6.88;2.47;18.48;28.15;38.6;56.96;846;70;179;109;12;4.39;191;93.72;6.28;-1.55;Terciario
26.58;8;6;14;23;112;135;157;126;303;429;421;27.16;72.84;578;102.71;24;237;1279;74;1;2;981.67;0.03;59.25;0.0;0.0;0.0;0.0;10;36;131;2732;13;69;349;208;558;313;0;164;1035;53.91;30.24;15.85;124;142;142;150;129;134;175;205;235;241;210;199;178;108;103;92;69;61;25;9;1;2732;-1.37;42.83;47.44;30.93;17.13;9.41;3.51;14.93;25.15;36.46;52.56;726;77;183;106;13;7.15;196;93.37;6.63;-5.77;Terciario
10.11;1;3;4;14;6;20;67;52;337;389;346;16.22;83.78;413;134.71;7;75;655;18;0;1;397.76;0.0;14.06;0.0;0.0;0.0;0.0;3;9;79;1366;5;34;180;106;271;187;0;81;539;50.28;34.69;15.03;47;75;82;75;72;64;77;91;96;134;117;118;73;62;55;55;37;25;9;2;0;1366;1.26;43.1;50.29;31.92;17.94;9.37;2.64;14.93;25.7;36.02;49.71;362;30;86;56;12;7.2;98;87.76;12.24;-9.26;Terciario
32.42;48;37;85;3226;3044;6270;12163;8889;12851;21740;15932;43.29;56.71;28095;4266.66;97;23198;82019;7;2;2;1220.68;0.04;27.71;0.0;0.0;0.0;0.0;221;1259;5619;138197;44;2449;17416;9671;33552;17938;3;8651;60141;55.79;29.83;14.38;5927;7596;8050;7562;7014;7050;8827;10459;13535;13439;10716;8918;7257;6769;6139;4240;2294;1507;706;167;25;138197;1.96;41.33;44.99;27.51;15.81;6.47;1.74;15.61;26.16;37.65;55.01;47633;2725;6810;4085;713;5.46;7523;90.52;9.48;-10.08;Terciario
52.16;12;1;13;85;10;95;341;244;53;297;64;84.2;15.8;405;90.86;36;532;1862;78;5;5;3521.11;0.17;2.51;0.0;0.0;0.0;0.0;0;24;147;4742;26;156;817;481;936;653;1;267;1856;50.43;35.18;14.39;180;251;352;346;248;208;261;302;404;505;457;346;242;197;170;118;56;70;20;8;1;4742;1.28;40.52;46.18;25.9;13.5;5.76;2.09;16.51;29.04;38.93;53.82;1130;59;167;108;22;3.97;189;88.36;11.64;-11.27;Terciario
8.97;3;0;3;319;90;409;946;624;401;1025;491;65.83;34.17;1437;1137.12;10;1419;6162;5;0;2;310.63;0.0;21.46;0.0;0.0;0.0;0.0;6;62;330;10200;9;386;1741;1010;1955;1165;0;555;3675;53.2;31.7;15.1;574;709;703;620;542;475;684;818;1009;971;768;639;490;442;323;197;112;77;37;8;2;10200;2.71;38.22;39.86;22.81;11.75;4.25;1.22;19.47;30.86;42.23;60.14;3560;185;394;209;35;4.2;429;91.84;8.16;-4.88;Terciario
43.06;1;3;4;33;10;43;142;108;382;490;395;26.44;73.56;537;114.74;19;186;2660;55;1;9;1817.16;0.01;240.16;0.0;0.0;0.0;0.0;3;35;183;4944;16;102;813;457;975;707;0;292;1974;49.39;35.82;14.79;182;262;307;293;240;232;273;312;394;479;432;347;316;256;187;150;110;84;69;16;3;4944;0.24;43.04;49.53;31.11;17.7;8.74;3.48;15.19;25.97;36.19;50.47;1421;83;220;137;20;4.85;240;91.67;8.33;-2.83;Terciario
21.67;1;1;2;147;66;213;2022;1874;2117;3991;2184;48.07;51.93;4206;1157.43;17;521;15854;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;61;561;25093;13;274;6830;3530;4298;4184;0;1556;10038;42.82;41.68;15.5;971;1432;1799;1987;1732;1348;1087;1231;1546;2282;2303;2054;1670;1178;808;675;435;317;166;61;11;25093;1.52;40.71;47.66;29.39;14.55;6.64;2.21;16.75;31.57;41.27;52.34;8154;182;631;449;25;2.61;656;96.19;3.81;-12.42;Terciario
18.86;0;0;0;3;8;11;36;33;62;95;70;33.96;66.04;106;60.47;11;69;1320;56;2;6;1246.47;0.06;44.84;0.0;0.0;33.05;16.52;1;8;33;1144;8;31;202;116;139;112;0;49;300;46.33;37.33;16.33;36;55;61;63;60;31;45;51;75;105;90;69;75;57;59;71;37;49;42;12;1;1144;4.09;48.65;58.3;41.26;28.67;18.53;9.09;13.29;24.04;30.68;41.7;694;14;42;28;4;4.02;46;91.3;8.7;0.0;Secundario
43.34;1;1;2;242;72;314;593;350;440;790;513;53.62;46.38;1106;177.86;20;1625;5618;36;1;0;2545.16;0.03;0.0;30.0;30.0;0.0;0.0;12;86;316;7712;17;376;1435;847;1660;1065;1;520;3245;51.16;32.82;16.02;274;391;511;542;470;367;378;492;685;766;649;572;429;402;248;208;111;122;64;28;3;7712;0.27;41.53;46.71;28.36;15.38;6.95;2.81;15.25;28.37;38.03;53.29;3281;165;404;239;54;5.92;458;88.21;11.79;-7.29;Terciario
37.95;47;91;138;1557;1816;3373;8800;7196;11813;19009;13720;39.08;60.92;22520;1352.85;75;16736;75119;21;0;20;1155.06;0.0;1123.72;0.0;0.0;66.37;53.37;8;102;1231;51354;11;469;10404;5377;10506;7690;0;3248;21444;48.99;35.86;15.15;2482;2940;2914;3077;3029;2942;2964;3596;4058;4113;3900;3975;3529;2759;2055;1365;711;527;305;101;12;51354;2.46;40.98;45.47;29.87;15.26;5.88;1.84;16.23;28.12;39.62;54.53;42174;463;1315;852;65;2.68;1380;95.29;4.71;-13.43;Terciario
63.8;18;22;40;4;0;4;30;8;29;37;51;37.04;62.96;81;10.07;31;16;291;125;6;8;2764.78;0.2;10.91;0.0;0.0;0.0;0.0;2;14;36;643;10;14;69;44;118;72;0;44;234;50.43;30.77;18.8;20;17;31;33;27;34;49;43;47;42;39;60;48;33;37;26;18;23;11;5;0;643;0.47;47.09;53.19;40.59;23.79;12.91;6.07;10.58;19.91;32.81;46.81;166;18;51;33;3;8.53;54;94.44;5.56;-10.0;Terciario
18.71;0;2;2;43;22;65;86;43;30;73;54;61.43;38.57;140;94.71;25;213;661;13;1;1;1671.09;0.04;25.1;0.0;0.0;0.0;0.0;1;24;65;1774;13;73;277;171;319;160;0;88;567;56.26;28.22;15.52;88;88;119;97;88;91;118;140;168;176;142;109;89;84;75;47;26;19;8;2;0;1774;4.35;40.43;43.8;25.87;14.71;5.75;1.63;16.63;27.06;38.84;56.2;414;35;88;53;4;5.16;92;95.65;4.35;-17.86;Terciario
42.26;0;0;0;4;1;5;15;11;32;43;33;31.25;68.75;48;24.69;6;47;289;84;10;7;829.26;0.43;47.7;0.0;0.0;0.0;0.0;1;13;44;1039;6;28;119;74;132;86;0;22;240;55.0;35.83;9.17;47;48;48;60;58;40;70;59;106;102;81;75;62;35;49;43;25;22;6;2;1;1039;2.57;43.2;48.41;30.8;17.61;9.53;2.98;13.76;25.12;35.71;51.59;167;23;58;35;3;5.84;61;95.08;4.92;-14.08;Terciario
17.79;0;0;0;21;1;22;38;17;21;38;22;63.33;36.67;60;60.28;0;55;311;4;1;4;38.14;0.03;37.55;0.0;0.0;0.0;0.0;0;8;35;1073;0;35;137;85;163;122;0;47;332;49.1;36.75;14.16;42;52;67;53;34;54;43;54;108;112;98;74;52;50;60;48;31;28;5;5;3;1073;1.8;44.92;52.75;33.18;21.44;11.18;3.82;15.0;23.11;32.15;47.25;182;15;42;27;2;4.13;44;95.45;4.55;-12.0;Secundario
51.79;0;8;8;27;8;35;53;26;15;41;31;63.1;36.9;84;15.83;9;81;340;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;43;819;8;41;125;85;128;117;0;31;276;46.38;42.39;11.23;30;28;48;45;22;34;41;45;55;74;64;81;64;54;44;41;25;15;5;4;0;819;2.37;46.6;57.51;40.66;22.95;10.99;2.93;12.94;21.12;30.28;42.49;213;15;50;35;6;6.83;56;89.29;10.71;-16.42;Terciario
93.8;1;9;10;94;47;141;538;443;431;874;487;52.49;47.51;1025;145.24;29;707;5755;45;6;39;2140.73;0.15;2082.12;0.0;0.0;0.0;0.0;2;78;515;13638;26;295;2880;1577;2574;2250;0;771;5595;46.01;40.21;13.78;595;694;870;912;767;610;632;760;1035;1357;1411;1136;867;554;524;385;241;181;83;20;4;13638;1.55;41.77;49.59;29.29;14.61;6.7;2.11;15.83;28.14;37.25;50.41;3141;192;596;404;31;4.59;627;95.06;4.94;-0.95;Terciario
64.16;9;20;29;2171;843;3014;6930;4750;14460;19210;15323;31.14;68.86;22253;1270.53;37;6873;67692;19;1;4;1111.69;0.03;114.38;0.0;0.0;0.0;0.0;13;503;3342;81619;25;1899;11983;6705;16599;10293;3;4686;31578;52.57;32.6;14.84;3296;4879;6349;5918;4669;3901;4331;5159;7648;9625;7760;5586;3693;2705;2129;1711;1032;759;374;80;15;81619;2.74;38.96;43.46;22.16;10.79;4.87;1.5;17.79;30.77;40.85;56.54;36206;1390;3695;2305;390;5.02;4085;90.45;9.55;-7.75;Terciario
25.84;5;2;7;26;294;320;195;164;214;378;510;27.66;72.34;705;175.3;13;407;2116;22;0;5;2190.06;0.0;88.95;0.0;0.0;0.0;0.0;2;26;94;4535;10;57;888;472;888;582;1;247;1717;51.72;33.9;14.39;202;300;385;303;244;199;247;303;431;503;392;286;202;159;145;107;58;41;22;4;2;4535;2.93;38.72;42.36;22.62;11.86;5.16;1.52;19.56;31.62;41.46;57.64;1179;42;117;75;10;2.81;127;92.13;7.87;-22.56;Terciario
17.66;1;0;1;4;0;4;14;9;55;64;55;20.29;79.71;69;35.54;5;78;294;13;1;1;1357.81;0.03;156.87;0.0;0.0;0.0;0.0;0;3;22;629;5;25;109;66;135;91;0;30;256;52.73;35.55;11.72;25;29;26;34;23;40;34;46;48;81;48;50;36;34;18;29;13;5;5;4;1;629;0.64;43.8;51.51;31.0;17.33;9.06;2.38;12.72;21.78;33.55;48.49;176;14;25;11;1;4.17;26;96.15;3.85;0.0;Terciario
35.07;17;14;31;71;12;83;265;177;156;333;182;59.28;40.72;447;142.44;31;217;1899;27;2;7;2211.95;0.04;30.8;0.0;0.0;0.0;0.0;4;46;218;5001;19;128;734;430;956;619;0;289;1864;51.29;33.21;15.5;210;242;280;295;268;264;269;356;393;498;443;345;328;230;188;152;95;93;42;9;1;5001;3.22;42.42;48.47;29.65;16.2;7.84;2.9;14.64;25.89;36.55;51.53;1050;81;260;179;24;5.69;284;91.55;8.45;2.53;Terciario
42.57;3;19;22;47;75;122;145;95;194;289;288;33.49;66.51;433;75.06;33;253;1219;155;9;10;4053.24;0.26;759.13;0.0;0.0;0.0;0.0;7;43;136;3196;28;83;414;255;638;367;1;200;1205;52.95;30.46;16.6;166;172;205;165;165;183;212;249;276;265;242;224;206;140;111;87;50;50;20;8;0;3196;2.73;40.72;43.9;28.04;14.58;6.73;2.44;16.99;27.32;39.67;56.1;718;89;192;103;14;6.46;206;93.2;6.8;-16.6;Terciario
13.74;2;0;2;0;1;1;19;17;393;410;394;4.6;95.4;413;38.98;5;9;208;12;0;2;416.47;0.0;6.52;0.0;0.0;0.0;0.0;0;5;17;536;3;7;54;32;84;75;0;17;176;47.73;42.61;9.66;27;23;23;26;23;24;28;43;47;50;48;42;42;19;30;15;9;10;6;1;0;536;-0.74;43.87;50.75;32.46;16.79;7.65;3.17;13.62;22.76;32.46;49.25;111;10;22;12;2;4.49;24;91.67;8.33;-4.0;Terciario
14.37;1;0;1;291;170;461;3027;2735;648;3383;818;78.73;21.27;3845;930.46;8;1609;6270;7;1;1;484.34;0.02;0.02;0.0;0.0;0.0;0.0;6;93;553;13380;7;460;2122;1230;2923;1984;1;965;5872;49.78;33.79;16.43;613;719;791;933;817;748;865;961;1227;1273;1230;1029;792;529;335;218;122;104;57;17;0;13380;4.56;39.23;42.65;23.94;10.33;3.87;1.33;15.87;28.95;41.0;57.35;3646;230;612;382;69;5.09;681;89.87;10.13;-1.59;Terciario
33.49;0;0;0;8;6;14;39;31;39;70;45;46.43;53.57;84;65.68;15;60;693;30;5;17;1484.73;0.18;736.2;0.0;0.0;0.0;0.0;2;13;87;2201;10;52;243;148;373;247;0;105;725;51.45;34.07;14.48;87;123;120;120;109;106;121;155;239;228;186;158;99;83;84;83;35;37;19;8;1;2201;3.92;42.11;46.39;27.58;15.9;8.31;2.95;14.99;25.4;35.71;53.61;379;35;107;72;5;5.09;112;95.54;4.46;-10.4;Terciario
10.22;0;0;0;127;19;146;463;336;219;555;238;66.05;33.95;701;250.73;4;92;2084;12;1;6;466.24;0.01;321.81;0.0;0.0;0.0;0.0;0;9;88;2565;4;51;755;399;330;399;0;125;854;38.64;46.72;14.64;94;144;147;168;160;132;98;128;178;286;276;240;170;96;94;74;36;29;8;6;1;2565;4.1;41.84;51.31;29.4;13.41;6.0;1.72;15.01;27.8;36.76;48.69;1080;28;95;67;6;3.95;101;94.06;5.94;9.78;Terciario
77.27;135;20;155;107;22;129;531;289;392;681;434;55.03;44.97;965;93.82;202;284;2454;266;22;23;3747.97;0.59;1607.32;0.0;0.0;0.0;0.0;23;69;303;7253;149;135;923;596;1361;908;1;456;2725;49.94;33.32;16.73;328;379;415;401;449;428;432;500;547;549;584;489;459;344;269;259;162;146;89;21;3;7253;2.56;42.29;46.52;30.9;17.83;9.38;3.57;15.47;27.19;39.05;53.48;1458;183;385;202;54;6.04;439;87.7;12.3;-2.01;Terciario
33.27;16;85;101;13;12;25;146;117;172;289;269;35.18;64.82;415;104.9;81;187;1447;106;3;2;2981.21;0.08;465.8;0.0;0.0;0.0;0.0;18;24;155;3492;64;92;587;361;675;426;1;233;1334;50.6;31.93;17.47;138;154;198;201;184;208;212;234;266;280;266;258;213;181;167;120;110;72;25;4;1;3492;1.42;43.36;48.6;32.96;19.47;9.51;2.92;14.03;25.06;37.08;51.4;825;87;206;119;10;6.17;216;95.37;4.63;-17.24;Terciario
34.72;0;7;7;224;158;382;748;524;724;1248;889;45.69;54.31;1637;483.87;8;1415;5512;25;2;2;1902.76;0.07;125.11;0.0;0.0;0.0;0.0;3;98;459;16800;7;360;2231;1252;3474;1917;4;785;6176;56.25;31.04;12.71;1041;1278;1086;986;766;742;1033;1582;1844;1624;1293;998;799;648;440;307;143;104;57;25;4;16800;6.05;37.65;38.35;20.98;10.29;3.81;1.13;20.27;30.7;41.26;61.65;3223;250;533;283;51;3.47;584;91.27;8.73;-1.52;Terciario
29.58;213;60;273;4;0;4;289;72;29;101;89;76.46;23.54;378;27.19;21;33;389;33;0;3;2305.11;0.0;54.38;0.0;0.0;0.0;0.0;7;10;51;805;19;13;118;74;124;80;0;39;243;51.03;32.92;16.05;21;24;40;46;40;36;47;55;72;68;68;51;62;40;42;38;22;22;7;4;0;805;5.5;46.19;52.67;35.78;21.74;11.55;4.1;10.56;21.24;31.55;47.33;220;20;67;47;6;9.13;73;91.78;8.22;23.73;Terciario
63.23;6;0;6;29;3;32;91;56;125;181;128;41.55;58.45;219;43.98;39;161;1249;62;8;15;2618.04;0.23;1149.44;0.0;0.0;0.0;0.0;1;27;134;2782;27;105;433;274;492;334;0;164;990;49.7;33.74;16.57;113;142;166;129;147;151;175;186;202;217;236;178;177;148;110;94;71;72;50;17;1;2782;2.17;43.92;49.28;33.0;20.24;10.96;5.03;15.13;25.05;36.77;50.72;711;60;152;92;18;6.13;170;89.41;10.59;12.58;Terciario
23.92;1;0;1;54;2;56;85;30;22;52;24;77.98;22.02;109;66.17;4;94;548;7;1;5;1240.3;0.01;438.36;0.0;0.0;0.0;0.0;0;9;63;1584;4;47;196;118;291;224;0;63;578;50.35;38.75;10.9;63;102;126;104;75;60;72;110;158;181;153;121;83;53;38;28;20;18;15;4;0;1584;1.21;39.85;45.08;23.99;11.11;5.37;2.34;18.37;29.67;38.01;54.92;311;30;79;49;4;5.27;83;95.18;4.82;-14.43;Terciario
31.43;5;3;8;16;1;17;69;48;234;282;238;22.48;77.52;307;54.5;12;82;665;6;0;4;2863.48;0.0;934.13;0.0;0.0;0.0;0.0;1;18;67;1714;10;30;281;159;305;252;1;107;664;45.93;37.95;16.11;67;94;109;126;89;78;63;122;144;180;178;139;93;69;66;47;25;13;8;3;1;1714;3.19;41.09;47.96;27.07;13.54;5.66;1.46;15.75;28.3;36.52;52.04;372;31;84;53;7;5.45;91;92.31;7.69;-10.78;Terciario
34.76;11;23;34;212;75;287;2455;2232;812;3044;910;72.96;27.04;3365;674.76;35;913;15971;6;1;2;533.0;0.02;10.16;20.05;12.03;60.0;37.87;2;60;593;23475;21;281;5671;2968;4284;3460;0;1514;9258;46.27;37.37;16.35;1009;1390;1671;1856;1821;1473;1208;1321;1705;2046;1960;1729;1395;930;670;540;350;245;110;42;4;23475;2.8;38.92;42.69;25.62;12.32;5.5;1.71;17.34;33.0;44.42;57.31;8389;229;653;424;35;2.92;688;94.91;5.09;-6.78;Terciario
25.43;4;9;13;276;88;364;976;696;722;1418;819;54.37;45.63;1795;694.38;13;751;8037;12;0;5;1614.88;0.0;509.31;0.0;0.0;0.0;0.0;4;60;522;17672;10;285;3321;1784;3750;3036;0;1097;7883;47.57;38.51;13.92;671;995;1573;1611;1132;817;865;929;1259;2086;1914;1337;774;515;421;323;222;134;70;20;4;17672;1.74;38.21;44.25;21.62;9.67;4.37;1.29;18.33;33.85;43.37;55.75;4335;185;571;386;30;3.39;601;95.01;4.99;-7.25;Terciario
27.78;2;0;2;41;5;46;90;47;30;77;35;72.0;28.0;125;81.15;4;167;708;24;3;5;730.66;0.11;17.16;0.0;0.0;0.0;0.0;2;23;81;2256;4;86;432;254;530;418;0;158;1106;47.92;37.79;14.29;80;118;123;140;132;93;126;167;178;183;200;209;192;109;94;44;33;25;9;0;1;2256;1.39;42.18;48.71;31.74;13.96;4.96;1.55;14.23;26.29;35.99;51.29;426;32;102;70;11;5.0;113;90.27;9.73;-16.91;Terciario
119.0;11;22;33;151;669;820;400;238;188;426;879;31.27;68.73;1279;64.79;78;2178;3591;472;9;21;6408.43;0.27;615.77;0.0;0.0;0.0;0.0;12;134;322;7716;60;240;1091;663;1615;904;0;475;2994;53.94;30.19;15.87;313;402;465;483;406;401;505;526;609;660;561;536;505;403;293;243;153;151;84;17;0;7716;1.39;42.21;46.73;30.91;17.42;8.4;3.27;15.29;26.81;38.56;53.27;2454;191;496;305;39;6.91;535;92.71;7.29;-6.14;Secundario
68.2;32;6;38;358;90;448;2941;2551;2464;5015;2560;53.46;46.54;5501;420.84;42;1954;21250;31;8;10;1047.89;0.27;60.16;0.0;0.0;0.0;0.0;3;108;651;28714;23;554;7587;4023;5540;4384;1;1769;11693;47.38;37.49;15.13;891;1250;1626;2052;2179;1645;1362;1410;1853;2390;2270;2032;1873;1559;1645;1259;652;427;256;78;5;28714;2.1;43.51;50.31;34.08;20.48;9.32;2.67;13.12;27.85;38.33;49.69;11331;247;751;504;48;2.78;799;93.99;6.01;-6.22;Terciario
23.3;0;0;0;4;0;4;10;6;21;27;21;32.26;67.74;31;13.6;3;12;160;8;0;8;696.08;0.0;689.9;0.0;0.0;0.0;0.0;1;2;11;317;3;7;45;27;31;48;1;21;100;31.0;48.0;21.0;19;13;8;17;17;15;17;17;22;22;38;24;32;16;10;12;9;3;4;2;0;317;7.82;44.75;54.26;35.33;17.67;9.46;2.84;12.62;23.34;33.44;45.74;87;6;16;10;0;5.1;16;100.0;0.0;-5.88;Terciario
20.18;1;0;1;4;37;41;37;32;72;104;109;25.34;74.66;146;89.3;14;354;886;14;3;14;577.01;0.08;567.0;0.0;0.0;0.0;0.0;1;9;105;1803;8;56;302;179;280;252;0;76;608;46.05;41.45;12.5;75;110;106;93;90;75;74;107;131;189;148;155;136;92;55;58;44;37;19;8;1;1803;2.21;43.43;52.25;33.56;17.42;9.26;3.61;16.14;26.29;34.55;47.75;569;40;117;77;6;6.8;123;95.12;4.88;-6.82;Terciario
