Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;poblacion_0a4;poblacion_5a9;poblacion_10a14;poblacion_15a19;poblacion_20a24;poblacion_25a29;poblacion_30a34;poblacion_35a39;poblacion_40a44;poblacion_45a49;poblacion_50a54;poblacion_55a59;poblacion_60a64;poblacion_65a69;poblacion_70a74;poblacion_75a79;poblacion_80a84;poblacion_85a89;poblacion_90a94;poblacion_95a99;poblacion_100;poblacion_censada;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;distancia_capital;ocupados_primario;ocupados_secundario;ocupados_terciario;ocupados_total;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_paro_mayores_25;porcentaje_paro_menores_25;variacion_paro_registrado;paro_primario;paro_secundario;paro_terciario;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;cluster_demografico;cluster_sector;poblacion_activa;ratio_contratos_por_poblacion;ratio_contratos_por_up;ratio_paro_por_poblacion_activa;ratio_paro_por_contrato;ratio_contratos_primario;ratio_contratos_secundario;ratio_contratos_terciario;ratio_contratos_por_poblacion_15a19;ratio_paro_por_poblacion_15a19;ratio_contratos_por_poblacion_20a24;ratio_paro_por_poblacion_20a24;ratio_contratos_por_poblacion_25a29;ratio_paro_por_poblacion_25a29;ratio_contratos_por_poblacion_30a34;ratio_paro_por_poblacion_30a34;ratio_contratos_por_poblacion_35a39;ratio_paro_por_poblacion_35a39;ratio_contratos_por_poblacion_40a44;ratio_paro_por_poblacion_40a44;ratio_contratos_por_poblacion_45a49;ratio_paro_por_poblacion_45a49;ratio_contratos_por_poblacion_50a54;ratio_paro_por_poblacion_50a54;ratio_contratos_por_poblacion_55a59;ratio_paro_por_poblacion_55a59;ratio_contratos_por_poblacion_60a64;ratio_paro_por_poblacion_60a64;ratio_up_por_poblacion_activa
Municipios;0474;Collado Villalba;280474;5;Oeste Metropolitano;25.19;2501;3180;3656;3776;3901;4003;4323;4485;5268;5713;5547;5353;4336;3195;2492;1885;1142;939;416;131;18;66260;11;41;52;606;182;788;4268;3651;3371;7022;3594;54.29;45.71;7862;2.19;2627.28;42.04;47.04;30.04;15.42;6.84;2.27;14.09;25.68;38.24;52.96;42.565;66;2832;34533;18403;0.07;0.01;0.05;6.05;0.0;6.02;0.0;0.0;0.0;0.0;1308;3299;1991;271;5.44;3570;92.41;7.59;-6.4;26;398;2875;34;1165;11004;6010;0.0;Terciario;46705;0.168;1.308;0.076;0.454;0.001;0.017;0.15;2.082;0.945;2.015;0.915;1.964;0.892;1.819;0.826;1.753;0.796;1.492;0.678;1.376;0.625;1.417;0.644;1.469;0.667;1.813;0.823;0.129
Municipios;0259;Brea de Tajo;280259;8;Sudeste Comunidad;44.73;14;17;19;27;34;35;23;22;40;41;42;38;40;38;31;32;27;18;9;2;0;549;1;10;11;10;0;10;84;73;180;253;190;30.66;69.34;274;1.1;12.27;48.8;57.92;42.81;28.6;16.03;5.28;9.11;20.22;30.78;42.08;65.168;26;28;431;240;0.85;0.07;0.03;25.32;0.0;0.93;0.0;0.0;0.0;0.0;7;36;29;6;7.73;42;85.71;14.29;-16.0;1;4;34;15;14;85;55;1.0;Terciario;342;0.801;4.982;0.123;0.153;0.032;0.029;0.74;10.148;1.556;8.059;1.235;7.829;1.2;11.913;1.826;12.455;1.909;6.85;1.05;6.683;1.024;6.524;1.0;7.211;1.105;6.85;1.05;0.161
Municipios;0246;Braojos;280246;6;Sierra Norte;24.93;7;6;4;4;22;14;8;12;21;11;22;23;18;8;7;12;5;5;3;0;0;212;0;3;3;6;0;6;108;102;48;150;51;67.92;32.08;159;-2.75;8.5;46.69;53.77;38.21;18.87;11.79;3.77;8.02;20.28;30.66;46.23;83.276;4;6;572;291;0.13;0.01;0.13;5.99;0.0;5.99;0.0;0.0;0.0;0.0;0;5;5;1;2.83;6;83.33;16.67;-25.0;0;0;6;4;3;55;31;2.0;Terciario;155;1.026;5.129;0.039;0.038;0.019;0.039;0.968;39.75;1.5;7.227;0.273;11.357;0.429;19.875;0.75;13.25;0.5;7.571;0.286;14.455;0.545;7.227;0.273;6.913;0.261;8.833;0.333;0.2
Municipios;0231;Boalo (El);280231;11;Sierra Central;39.4;319;579;633;555;388;317;349;455;768;964;902;647;470;322;273;225;129;77;47;8;2;8429;0;0;0;86;21;107;463;377;461;838;482;48.99;51.01;945;2.49;210.04;40.63;48.24;26.1;12.85;5.79;1.59;18.16;29.35;37.25;51.76;55.387;27;452;3438;1909;0.27;0.02;0.27;17.95;0.0;17.95;0.0;0.0;0.0;0.0;106;337;231;16;4.19;353;95.47;4.53;-10.86;1;32;304;22;202;1458;824;1.0;Terciario;5815;0.163;1.147;0.061;0.374;0.0;0.018;0.144;1.703;0.636;2.436;0.91;2.981;1.114;2.708;1.011;2.077;0.776;1.23;0.46;0.98;0.366;1.048;0.391;1.461;0.546;2.011;0.751;0.142
Municipios;0225;Boadilla del Monte;280225;5;Oeste Metropolitano;47.38;3106;4358;5365;5747;3845;2651;2487;3452;4964;6627;6915;4655;2987;1989;1911;1579;953;618;325;87;14;64635;10;46;56;955;233;1188;7292;6327;6886;13213;7165;50.44;49.56;14457;3.21;1361.02;38.5;44.34;23.39;11.57;5.53;1.62;19.85;34.69;42.64;55.66;24.652;63;2496;49745;25961;0.04;0.0;0.02;7.3;0.0;7.29;0.0;0.0;388.14;113.64;392;1373;981;57;2.21;1430;96.01;3.99;-4.6;5;133;1243;31;777;16825;8745;0.0;Terciario;44330;0.326;1.653;0.032;0.099;0.001;0.027;0.298;2.516;0.249;3.76;0.372;5.453;0.539;5.813;0.575;4.188;0.414;2.912;0.288;2.182;0.216;2.091;0.207;3.106;0.307;4.84;0.479;0.197
Municipios;0035;Alameda del Valle;280035;6;Sierra Norte;25.7;7;13;13;9;9;9;16;12;13;26;25;32;22;22;16;11;9;8;2;1;0;275;0;0;0;13;2;15;172;159;75;234;77;69.08;30.92;249;13.64;10.68;48.61;63.27;44.73;25.09;11.27;4.0;12.0;18.55;27.64;36.73;92.242;3;1;278;141;0.15;0.01;0.14;8.72;0.0;8.72;0.0;0.0;0.0;0.0;9;19;10;0;6.93;19;100.0;0.0;72.73;1;1;10;3;1;70;37;2.0;Terciario;173;1.439;6.73;0.11;0.076;0.0;0.087;1.353;27.667;2.111;27.667;2.111;27.667;2.111;15.562;1.188;20.75;1.583;19.154;1.462;9.577;0.731;9.96;0.76;7.781;0.594;11.318;0.864;0.214
Municipios;0040;Alamo (El);280040;9;Sudoeste Comunidad;22.0;447;574;609;667;560;526;564;642;811;913;850;722;521;437;387;330;267;223;181;62;5;10298;7;3;10;114;50;164;687;566;518;1084;571;54.61;45.39;1258;1.96;467.88;42.59;47.56;30.44;18.37;10.37;4.57;15.83;27.74;38.33;52.44;42.104;17;460;4333;2360;0.72;0.05;0.04;17.52;0.0;1.01;0.0;0.0;0.0;0.0;216;477;261;53;5.13;530;90.0;10.0;-10.32;5;90;389;17;271;1461;850;1.0;Terciario;6776;0.186;1.48;0.078;0.421;0.001;0.024;0.16;1.886;0.795;2.246;0.946;2.392;1.008;2.23;0.94;1.96;0.826;1.551;0.654;1.378;0.581;1.48;0.624;1.742;0.734;2.415;1.017;0.125
Municipios;0053;Alcalá de Henares;280053;3;Este Metropolitano;88.11;7462;8753;10373;11328;10718;10669;11628;12963;15302;17758;16537;14183;12104;11076;9673;7910;4887;3209;1374;399;42;198348;49;24;73;5630;9088;14718;21030;15351;23949;39300;33061;38.88;61.12;54091;1.19;2254.21;43.65;49.99;32.7;19.45;8.98;2.53;13.4;24.52;35.76;50.01;32.76;73;26042;152409;84334;0.21;0.01;0.01;22.59;0.0;10.0;97.74;75.94;148.2;111.15;3901;10075;6174;869;5.49;10944;92.06;7.94;-8.82;50;1941;8005;56;3564;28865;15869;0.0;Terciario;133190;0.406;3.409;0.082;0.202;0.001;0.111;0.295;4.775;0.966;5.047;1.021;5.07;1.026;4.652;0.941;4.173;0.844;3.535;0.715;3.046;0.616;3.271;0.662;3.814;0.772;4.469;0.904;0.119
Municipios;0066;Alcobendas;280066;2;Norte Metropolitano;45.24;4764;6557;7377;7083;6760;6776;6969;7688;9602;11030;9505;8226;6452;5336;5564;4777;2577;1495;721;188;24;119471;32;49;81;3101;3173;6274;26043;22910;18817;41727;22039;54.16;45.84;48082;2.17;2639.08;41.86;46.79;29.6;17.31;8.19;2.03;15.65;27.24;38.74;53.21;18.193;120;18129;209564;111011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.09;385.13;1440;3897;2457;247;3.47;4144;94.04;5.96;-9.12;15;478;3461;66;1786;29533;15477;0.0;Terciario;80091;0.6;3.107;0.052;0.086;0.001;0.078;0.521;6.788;0.585;7.113;0.613;7.096;0.612;6.899;0.595;6.254;0.539;5.007;0.432;4.359;0.376;5.059;0.436;5.845;0.504;7.452;0.642;0.193
Municipios;0072;Alcorcón;280072;4;Sur Metropolitano;33.57;5956;8044;9031;9557;8945;8022;8355;9931;13700;16690;15306;11620;8659;7694;9870;10394;6064;3324;1282;357;44;172845;40;68;108;2456;1879;4335;16278;13782;16614;30396;18561;46.72;53.28;34839;0.82;5144.2;45.12;52.82;34.31;22.58;12.42;2.9;13.32;24.03;33.5;47.18;18.087;1033;12661;124638;67446;0.09;0.0;0.01;2.74;0.0;0.38;50.0;28.35;0.0;0.0;2680;7386;4706;655;4.68;8041;91.85;8.15;-8.09;49;1054;6416;24;2889;26395;14352;3.0;Terciario;110785;0.314;2.427;0.073;0.231;0.001;0.039;0.274;3.645;0.841;3.895;0.899;4.343;1.002;4.17;0.962;3.508;0.81;2.543;0.587;2.087;0.482;2.276;0.525;2.998;0.692;4.023;0.929;0.13
Municipios;0088;Aldea del Fresno;280088;9;Sudoeste Comunidad;51.66;178;179;192;182;133;154;194;268;269;319;251;231;190;180;143;136;73;82;43;9;2;3408;20;19;39;173;9;182;448;255;258;513;286;61.04;38.96;734;5.48;65.93;43.2;48.68;31.95;19.6;10.12;3.99;16.11;25.35;35.56;51.32;56.001;40;129;1233;700;0.3;0.03;0.08;7.39;0.0;1.35;0.0;0.0;0.0;0.0;75;209;134;13;6.51;222;94.14;5.86;0.0;7;32;165;25;62;407;246;1.0;Terciario;2191;0.335;2.984;0.101;0.302;0.018;0.083;0.234;4.033;1.22;5.519;1.669;4.766;1.442;3.784;1.144;2.739;0.828;2.729;0.825;2.301;0.696;2.924;0.884;3.177;0.961;3.863;1.168;0.112
Municipios;0091;Algete;280091;2;Norte Metropolitano;38.01;866;1102;1383;1500;1447;1138;1042;1236;1469;1837;1774;1682;1448;1056;715;491;350;246;115;36;3;20936;7;3;10;730;334;1064;2465;1728;1266;2994;1603;60.59;39.41;4068;1.12;551.67;40.79;46.58;29.34;14.39;5.93;1.91;16.01;30.08;40.49;53.42;32.758;50;4927;16216;9584;0.16;0.02;0.04;26.23;0.0;1.36;0.0;0.0;0.0;0.0;250;751;501;59;3.86;810;92.72;7.28;-11.18;6;111;656;28;628;4645;2559;0.0;Terciario;14573;0.279;1.59;0.056;0.199;0.001;0.073;0.205;2.712;0.54;2.811;0.56;3.575;0.712;3.904;0.777;3.291;0.655;2.769;0.551;2.214;0.441;2.293;0.457;2.419;0.482;2.809;0.559;0.176
Municipios;0105;Alpedrete;280105;11;Sierra Central;12.66;500;749;1068;1196;953;768;711;814;1006;1580;1639;1336;919;626;470;449;326;198;122;21;1;15452;0;1;1;140;60;200;1024;884;998;1882;1059;49.16;50.84;2083;1.76;1219.57;41.7;49.75;28.92;14.32;7.23;2.21;14.99;28.9;38.47;50.25;43.979;13;613;6279;3394;0.09;0.01;0.09;5.71;0.0;5.71;0.0;0.0;0.0;0.0;195;628;433;50;4.43;678;92.63;7.37;-0.73;5;78;554;8;309;2957;1611;1.0;Terciario;10922;0.191;1.293;0.062;0.325;0.0;0.018;0.172;1.742;0.567;2.186;0.711;2.712;0.883;2.93;0.954;2.559;0.833;2.071;0.674;1.318;0.429;1.271;0.414;1.559;0.507;2.267;0.738;0.148
Municipios;0112;Ambite;280112;8;Sudeste Comunidad;51.6;30;33;33;28;19;27;25;46;56;67;72;65;47;29;30;22;24;28;8;1;0;690;0;1;1;13;1;14;69;56;65;121;67;50.74;49.26;136;4.55;26.72;46.53;56.96;36.81;20.58;12.03;5.36;13.91;20.72;28.26;43.04;54.784;9;29;314;175;0.24;0.01;0.03;18.22;0.0;8.67;0.0;0.0;0.0;0.0;17;55;38;2;8.33;57;96.49;3.51;18.75;0;8;49;7;17;102;62;1.0;Terciario;452;0.301;2.194;0.126;0.419;0.002;0.031;0.268;4.857;2.036;7.158;3.0;5.037;2.111;5.44;2.28;2.957;1.239;2.429;1.018;2.03;0.851;1.889;0.792;2.092;0.877;2.894;1.213;0.137
Municipios;0127;Anchuelo;280127;8;Sudeste Comunidad;21.59;68;100;101;67;61;64;93;108;137;135;93;70;93;62;40;39;21;12;12;2;1;1379;0;0;0;12;0;12;131;119;336;455;336;28.05;71.95;467;1.62;63.81;39.7;42.06;25.53;13.71;6.31;1.96;19.51;28.79;40.17;57.94;42.201;6;58;621;332;0.3;0.01;0.0;14.55;0.0;0.0;0.0;0.0;0.0;0.0;24;50;26;9;4.28;59;84.75;15.25;-15.71;0;4;51;6;26;193;109;1.0;Terciario;921;0.507;4.284;0.064;0.126;0.0;0.013;0.494;6.97;0.881;7.656;0.967;7.297;0.922;5.022;0.634;4.324;0.546;3.409;0.431;3.459;0.437;5.022;0.634;6.671;0.843;5.022;0.634;0.118
Municipios;0133;Aranjuez;280133;4;Sur Metropolitano;189.01;2435;3267;3931;3735;3297;3269;3320;3894;4827;5557;4785;4385;3590;2991;2579;2131;1358;995;526;110;16;60998;55;76;131;755;1861;2616;7234;6424;10010;16434;11947;37.71;62.29;19181;1.43;322.45;42.2;47.58;30.63;17.55;8.42;2.7;15.79;27.32;38.12;52.42;48.903;160;6512;36921;20453;1.89;0.11;0.23;107.42;0.0;10.03;0.0;0.0;0.0;0.0;1420;3367;1947;309;6.06;3676;91.59;8.41;-8.28;67;486;2762;98;795;8370;4557;0.0;Terciario;40659;0.472;4.209;0.09;0.192;0.003;0.064;0.404;5.135;0.984;5.818;1.115;5.868;1.125;5.777;1.107;4.926;0.944;3.974;0.762;3.452;0.662;4.009;0.768;4.374;0.838;5.343;1.024;0.112
Municipios;0148;Arganda del Rey;280148;3;Este Metropolitano;80.27;2685;3420;3828;3395;2949;3103;3826;4492;5460;5742;4683;3877;3262;2576;2099;1440;863;545;290;77;11;58623;12;15;27;3719;1589;5308;8345;4614;4633;9247;6237;57.23;42.77;14582;2.27;729.87;40.14;43.44;25.66;13.48;5.5;1.57;16.94;27.77;39.59;56.56;28.644;93;18159;49921;30375;1.7;0.1;0.14;25.37;0.0;4.12;0.0;0.0;0.0;0.0;1368;3380;2012;282;6.21;3662;92.3;7.7;-9.06;25;949;2448;37;3086;10433;6265;0.0;Terciario;40789;0.357;2.328;0.09;0.251;0.001;0.13;0.227;4.295;1.079;4.945;1.242;4.699;1.18;3.811;0.957;3.246;0.815;2.671;0.671;2.54;0.638;3.114;0.782;3.761;0.945;4.47;1.123;0.154
Municipios;0151;Arroyomolinos;280151;9;Sudoeste Comunidad;20.78;2253;3257;3220;2407;1600;1251;1643;2983;4535;4492;2829;1866;1207;986;700;452;213;131;60;14;3;36102;0;0;0;622;140;762;4439;3817;2315;6132;2455;64.39;35.61;6894;3.29;1734.84;35.26;35.88;15.6;7.09;2.42;0.58;24.18;35.28;43.3;64.12;31.45;9;2326;22412;12222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;504;1202;698;119;3.67;1321;90.99;9.01;-7.1;6;180;1022;8;817;5910;3304;1.0;Terciario;24813;0.278;2.087;0.053;0.192;0.0;0.031;0.247;2.864;0.549;4.309;0.826;5.511;1.056;4.196;0.804;2.311;0.443;1.52;0.291;1.535;0.294;2.437;0.467;3.695;0.708;5.712;1.094;0.133
Municipios;0164;Atazar (El);280164;6;Sierra Norte;28.43;0;4;3;7;4;6;1;2;9;6;18;14;7;6;3;4;3;6;1;0;0;104;0;0;0;2;1;3;95;93;76;169;77;55.23;44.77;172;-2.8;3.66;50.19;65.38;42.31;22.12;13.46;6.73;6.73;17.31;24.04;34.62;84.846;0;14;184;99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;13;12;0;12.5;13;100.0;0.0;0.0;1;2;10;0;3;11;7;2.0;Terciario;74;2.324;24.571;0.176;0.076;0.0;0.041;2.284;24.571;1.857;43.0;3.25;28.667;2.167;172.0;13.0;86.0;6.5;19.111;1.444;28.667;2.167;9.556;0.722;12.286;0.929;24.571;1.857;0.095
Municipios;0170;Batres;280170;9;Sudoeste Comunidad;21.36;59;89;97;124;113;74;95;103;154;181;209;174;114;97;86;55;24;23;8;2;0;1881;0;0;0;24;2;26;132;108;162;270;164;44.59;55.41;296;2.34;87.98;43.03;51.73;30.99;15.68;5.95;1.75;13.02;25.62;34.61;48.27;37.802;3;90;674;378;0.05;0.01;0.04;1.91;0.0;1.03;0.0;0.0;0.0;0.0;23;73;50;4;4.11;77;94.81;5.19;-15.38;1;15;60;2;40;293;165;1.0;Terciario;1341;0.221;1.794;0.057;0.26;0.0;0.019;0.201;2.387;0.621;2.619;0.681;4.0;1.041;3.116;0.811;2.874;0.748;1.922;0.5;1.635;0.425;1.416;0.368;1.701;0.443;2.596;0.675;0.123
Municipios;0186;Becerril de la Sierra;280186;11;Sierra Central;29.64;237;298;341;420;321;305;291;348;521;649;546;492;437;308;258;218;117;87;59;13;1;6267;4;0;4;75;23;98;355;276;363;639;386;47.91;52.09;741;1.34;211.29;43.12;50.82;31.75;16.93;7.9;2.55;13.98;25.8;35.31;49.18;50.448;9;205;2262;1229;0.22;0.02;0.21;13.58;0.0;13.56;0.0;0.0;0.0;0.0;105;307;202;15;5.13;322;95.34;4.66;11.42;5;49;234;7;133;1214;670;1.0;Terciario;4330;0.171;1.106;0.074;0.435;0.001;0.023;0.148;1.764;0.767;2.308;1.003;2.43;1.056;2.546;1.107;2.129;0.925;1.422;0.618;1.142;0.496;1.357;0.59;1.506;0.654;1.696;0.737;0.155
Municipios;0199;Belmonte de Tajo;280199;8;Sudeste Comunidad;24.07;77;93;105;96;87;88;121;149;170;143;144;114;123;108;75;59;36;30;19;4;1;1842;2;7;9;25;6;31;166;139;347;486;360;31.56;68.44;526;3.72;76.46;42.77;46.47;30.89;18.02;8.09;2.93;14.93;24.86;36.21;53.53;57.499;10;116;659;372;1.42;0.05;0.05;14.0;0.0;0.02;0.0;0.0;0.0;0.0;42;96;54;12;5.87;108;88.89;11.11;-6.9;5;17;82;9;87;220;142;1.0;Terciario;1235;0.426;3.704;0.087;0.205;0.007;0.025;0.394;5.479;1.125;6.046;1.241;5.977;1.227;4.347;0.893;3.53;0.725;3.094;0.635;3.678;0.755;3.653;0.75;4.614;0.947;4.276;0.878;0.115
Municipios;0210;Berrueco (El);280210;6;Sierra Norte;28.4;32;51;42;23;34;41;27;56;70;78;62;49;66;51;46;32;25;23;11;2;0;821;0;0;0;33;3;36;146;113;220;333;223;39.57;60.43;369;0.74;28.88;45.95;54.2;37.15;23.14;11.33;4.38;15.23;22.17;30.45;45.8;66.347;0;51;386;217;0.08;0.0;0.08;1.96;0.0;1.95;0.0;0.0;0.0;0.0;12;36;24;0;4.49;36;100.0;0.0;9.09;0;4;31;0;23;130;75;2.0;Terciario;506;0.729;4.92;0.071;0.098;0.0;0.071;0.658;16.043;1.565;10.853;1.059;9.0;0.878;13.667;1.333;6.589;0.643;5.271;0.514;4.731;0.462;5.952;0.581;7.531;0.735;5.591;0.545;0.148
Municipios;0203;Berzosa del Lozoya;280761;6;Sierra Norte;57.69;2;6;10;18;10;11;8;9;9;14;21;20;19;20;14;9;6;2;6;5;0;219;0;0;0;10;2;12;197;187;466;653;468;29.62;70.38;665;-3.52;14.97;49.78;62.1;46.12;28.31;12.79;5.94;8.22;21.0;29.68;37.9;82.228;0;24;272;148;0.04;0.0;0.03;2.72;0.0;2.58;0.0;0.0;0.0;0.0;3;7;4;0;3.23;7;100.0;0.0;16.67;0;0;7;0;10;52;31;2.0;Terciario;139;4.784;21.452;0.05;0.011;0.0;0.086;4.698;36.944;0.389;66.5;0.7;60.455;0.636;83.125;0.875;73.889;0.778;73.889;0.778;47.5;0.5;31.667;0.333;33.25;0.35;35.0;0.368;0.223
Municipios;0455;Colmenar Viejo;280455;2;Norte Metropolitano;182.88;2706;3231;3298;3167;3083;3034;3398;4126;4842;4807;4307;3959;3425;2347;1838;1374;850;742;418;132;16;55100;26;6;32;1057;313;1370;3952;2869;3395;6264;3714;51.55;48.45;7666;3.35;301.13;40.53;43.95;27.41;14.01;6.41;2.37;16.76;28.1;39.78;56.05;32.965;158;5596;33632;18846;1.65;0.12;1.61;139.76;0.0;136.14;0.0;0.0;1316.5;964.08;829;2045;1216;137;3.95;2182;93.72;6.28;-7.31;13;329;1724;103;1047;8697;4813;0.0;Terciario;38148;0.201;1.593;0.057;0.285;0.001;0.036;0.164;2.421;0.689;2.487;0.708;2.527;0.719;2.256;0.642;1.858;0.529;1.583;0.451;1.595;0.454;1.78;0.507;1.936;0.551;2.238;0.637;0.126
Municipios;0421;Colmenar del Arroyo;280421;10;Sierra Sur;49.31;87;90;100;109;68;90;116;137;158;163;179;149;129;105;78;81;41;35;32;5;2;1954;1;0;1;79;30;109;364;284;276;560;306;54.33;45.67;670;0.77;39.63;44.33;51.13;33.62;19.4;10.03;3.79;14.18;23.23;33.78;48.87;61.175;18;294;1843;1017;0.16;0.01;0.13;25.2;0.0;24.05;0.0;0.0;0.0;0.0;34;100;66;7;5.5;107;93.46;6.54;-7.76;0;13;88;16;36;309;179;1.0;Terciario;1298;0.516;3.743;0.082;0.16;0.001;0.084;0.431;6.147;0.982;9.853;1.574;7.444;1.189;5.776;0.922;4.891;0.781;4.241;0.677;4.11;0.656;3.743;0.598;4.497;0.718;5.194;0.829;0.138
Municipios;0941;Navalafuente;280941;6;Sierra Norte;12.18;91;113;100;87;78;82;75;132;145;159;139;154;97;86;57;27;23;14;11;2;0;1672;5;0;5;6;2;8;70;59;50;109;52;57.38;42.62;122;4.17;137.16;40.39;45.99;28.17;13.16;4.61;1.61;18.18;28.05;37.44;54.01;59.831;9;36;417;227;0.14;0.01;0.14;6.49;0.0;6.42;0.0;0.0;0.0;0.0;38;97;59;9;6.48;106;91.51;8.49;6.0;3;12;80;9;25;180;105;2.0;Terciario;1148;0.106;1.162;0.092;0.869;0.004;0.007;0.095;1.402;1.218;1.564;1.359;1.488;1.293;1.627;1.413;0.924;0.803;0.841;0.731;0.767;0.667;0.878;0.763;0.792;0.688;1.258;1.093;0.091
Municipios;0838;Meco;280838;7;Nordeste Comunidad;34.93;684;912;1058;1058;870;865;974;1095;1396;1587;1380;1206;918;566;361;236;120;109;47;9;0;15451;7;5;12;920;853;1773;2550;1623;7762;9385;8620;22.83;77.17;11170;1.66;442.09;38.67;42.32;23.12;9.37;3.37;1.07;17.18;29.66;41.56;57.68;48.983;41;2844;14285;8030;0.33;0.0;0.02;38.19;0.0;16.57;62.26;46.69;0.0;0.0;271;678;407;65;4.82;743;91.25;8.75;-6.66;4;133;571;13;505;2354;1373;1.0;Terciario;11349;0.984;8.135;0.065;0.067;0.001;0.156;0.827;10.558;0.702;12.839;0.854;12.913;0.859;11.468;0.763;10.201;0.679;8.001;0.532;7.038;0.468;8.094;0.538;9.262;0.616;12.168;0.809;0.121
Municipios;0724;Hoyo de Manzanares;280724;5;Oeste Metropolitano;45.23;302;440;552;528;571;550;478;491;620;768;753;795;715;451;330;256;158;107;78;27;1;8971;1;7;8;43;4;47;299;255;236;491;247;54.76;45.24;546;1.74;198.3;42.52;49.48;32.53;15.7;6.99;2.37;14.42;26.67;38.13;50.52;36.584;9;187;4034;2102;0.13;0.0;0.13;4.12;0.0;3.32;0.0;0.0;0.0;0.0;88;290;202;13;3.38;303;95.71;4.29;-5.02;4;26;261;7;118;1818;962;0.0;Terciario;6269;0.087;0.568;0.048;0.555;0.001;0.007;0.078;1.034;0.574;0.956;0.531;0.993;0.551;1.142;0.634;1.112;0.617;0.881;0.489;0.711;0.395;0.725;0.402;0.687;0.381;0.764;0.424;0.153
Municipios;0730;Humanes de Madrid;280730;4;Sur Metropolitano;19.66;903;1240;1705;1321;1002;972;1168;1449;2208;2171;1481;1117;992;797;551;350;186;135;67;15;4;19834;3;33;36;1766;635;2401;3506;1737;1242;2979;1910;64.73;35.27;5416;0.36;1007.31;38.03;39.66;21.25;10.61;3.82;1.11;19.4;31.11;41.9;60.34;31.246;24;10590;20590;13525;0.21;0.01;0.03;11.11;0.0;0.03;98.85;118.59;499.23;1627.75;499;1053;554;116;5.87;1169;90.08;9.92;-7.88;14;192;841;22;2633;5819;3748;0.0;Secundario;13881;0.39;1.445;0.084;0.216;0.003;0.173;0.215;4.1;0.885;5.405;1.167;5.572;1.203;4.637;1.001;3.738;0.807;2.453;0.529;2.495;0.538;3.657;0.789;4.849;1.047;5.46;1.178;0.27
Municipios;0745;Leganés;280745;4;Sur Metropolitano;43.23;6671;8956;10297;10031;9444;9710;10280;11386;14963;18027;15102;12373;10824;9237;11702;10675;5999;3534;1407;297;59;190974;19;307;326;3924;1470;5394;17080;13137;16497;29634;18274;48.31;51.69;35354;1.52;4415.58;44.88;51.96;34.62;22.47;11.5;2.77;13.57;23.77;34.24;48.04;16.847;49;16810;126476;69270;0.09;0.0;0.02;8.14;0.0;0.09;0.0;0.0;226.59;117.47;3395;8805;5410;786;5.03;9591;91.8;8.2;-8.9;55;1334;7544;30;3702;26428;14708;3.0;Terciario;122140;0.289;2.404;0.079;0.271;0.003;0.044;0.243;3.524;0.956;3.744;1.016;3.641;0.988;3.439;0.933;3.105;0.842;2.363;0.641;1.961;0.532;2.341;0.635;2.857;0.775;3.266;0.886;0.12
Municipios;0758;Loeches;280758;8;Sudeste Comunidad;44.32;409;560;632;662;481;449;527;738;851;1085;834;636;465;281;198;142;90;72;35;6;0;9153;0;0;0;580;461;1041;1137;557;551;1108;1012;52.91;47.09;2149;1.76;206.38;38.41;42.0;21.03;9.0;3.77;1.23;17.49;29.98;40.64;58.0;28.433;9;4435;7089;4776;0.07;0.0;0.01;21.11;0.0;0.04;0.0;0.0;0.0;0.0;149;429;280;49;5.25;478;89.75;10.25;-7.72;9;95;353;9;515;1750;1049;1.0;Terciario;6728;0.319;2.049;0.071;0.222;0.0;0.155;0.165;3.246;0.722;4.468;0.994;4.786;1.065;4.078;0.907;2.912;0.648;2.525;0.562;1.981;0.441;2.577;0.573;3.379;0.752;4.622;1.028;0.156
